Ordem	Plot	Epoca 	plot_name	Acession_name	bloco	plant_number	Qinz1	Qinz2	Qinz3	Qinz4	Qinz5	Qinz6	Qinz7	Qinz8	Qinz9	Qinz10	Qinz11	Qinz12	Qinz13	Qinz14	Qinz15	Qinz16	Qinz17	Qinz18	Qinz19	NM	NP
1101	8	3	BRS-Tapioqueira.3.1.1	BRS-Tapioqueira	1	1	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0.421052632	128
1102	8	3	BRS-Tapioqueira.3.1.2	BRS-Tapioqueira	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1109	9	3	BRS-NovoHorizonte.3.1.4	BRS-NovoHorizonte	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106	9	3	BRS-NovoHorizonte.3.1.1	BRS-NovoHorizonte	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1107	9	3	BRS-NovoHorizonte.3.1.2	BRS-NovoHorizonte	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1108	9	3	BRS-NovoHorizonte.3.1.3	BRS-NovoHorizonte	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110	9	3	BRS-NovoHorizonte.3.1.5	BRS-NovoHorizonte	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111	10	3	BRS-Dourada.3.1.1	BRS-Dourada	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1112	10	3	BRS-Dourada.3.1.2	BRS-Dourada	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1113	10	3	BRS-Dourada.3.1.3	BRS-Dourada	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1114	10	3	BRS-Dourada.3.1.4	BRS-Dourada	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1115	10	3	BRS-Dourada.3.1.5	BRS-Dourada	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120	11	3	BRS-Caipira.3.1.5	BRS-Caipira	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.052631579	24
1118	11	3	BRS-Caipira.3.1.3	BRS-Caipira	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1116	11	3	BRS-Caipira.3.1.1	BRS-Caipira	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0.157894737	46
1117	11	3	BRS-Caipira.3.1.2	BRS-Caipira	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1119	11	3	BRS-Caipira.3.1.4	BRS-Caipira	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.105263158	28
1121	12	3	BGM-0195.3.1.1	BGM-0195	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1122	12	3	BGM-0195.3.1.2	BGM-0195	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1123	12	3	BGM-0195.3.1.3	BGM-0195	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1124	12	3	BGM-0195.3.1.4	BGM-0195	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1125	12	3	BGM-0195.3.1.5	BGM-0195	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1130	13	3	BRSCS-01.3.1.5	BRSCS-01	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0.210526316	38
1128	13	3	BRSCS-01.3.1.3	BRSCS-01	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0.473684211	66
1129	13	3	BRSCS-01.3.1.4	BRSCS-01	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	0	0.368421053	72
1126	13	3	BRSCS-01.3.1.1	BRSCS-01	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1127	13	3	BRSCS-01.3.1.2	BRSCS-01	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1131	14	3	Corrente.3.1.1	Corrente	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0.263157895	48
1134	14	3	Corrente.3.1.4	Corrente	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1132	14	3	Corrente.3.1.2	Corrente	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0.210526316	42
1133	14	3	Corrente.3.1.3	Corrente	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1135	14	3	Corrente.3.1.5	Corrente	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1138	15	3	BRS-GemadeOvo.3.1.3	BRS-GemadeOvo	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0.157894737	24
1136	15	3	BRS-GemadeOvo.3.1.1	BRS-GemadeOvo	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0.263157895	48
1139	15	3	BRS-GemadeOvo.3.1.4	BRS-GemadeOvo	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0.210526316	44
1140	15	3	BRS-GemadeOvo.3.1.5	BRS-GemadeOvo	1	5	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0.210526316	48
1137	15	3	BRS-GemadeOvo.3.1.2	BRS-GemadeOvo	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1141	16	3	Correntao.3.1.1	Correntao	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1142	16	3	Correntao.3.1.2	Correntao	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1143	16	3	Correntao.3.1.3	Correntao	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1144	16	3	Correntao.3.1.4	Correntao	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1145	16	3	Correntao.3.1.5	Correntao	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1146	17	3	BRS-PotiBranca.3.1.1	BRS-PotiBranca	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1147	17	3	BRS-PotiBranca.3.1.2	BRS-PotiBranca	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1148	17	3	BRS-PotiBranca.3.1.3	BRS-PotiBranca	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1149	17	3	BRS-PotiBranca.3.1.4	BRS-PotiBranca	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1150	17	3	BRS-PotiBranca.3.1.5	BRS-PotiBranca	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1151	18	3	BGM-1722.3.1.1	BGM-1722	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1152	18	3	BGM-1722.3.1.2	BGM-1722	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153	18	3	BGM-1722.3.1.3	BGM-1722	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1154	18	3	BGM-1722.3.1.4	BGM-1722	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1155	18	3	BGM-1722.3.1.5	BGM-1722	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1156	19	3	2011-34-41.3.1.1	2011-34-41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1157	19	3	2011-34-41.3.1.2	2011-34-41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1158	19	3	2011-34-41.3.1.3	2011-34-41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1159	19	3	2011-34-41.3.1.4	2011-34-41	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1160	19	3	2011-34-41.3.1.5	2011-34-41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1161	20	3	BGM-0945.3.1.1	BGM-0945	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1162	20	3	BGM-0945.3.1.2	BGM-0945	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1163	20	3	BGM-0945.3.1.3	BGM-0945	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1164	20	3	BGM-0945.3.1.4	BGM-0945	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1165	20	3	BGM-0945.3.1.5	BGM-0945	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1166	21	3	BGM-0630.3.1.1	BGM-0630	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1167	21	3	BGM-0630.3.1.2	BGM-0630	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1168	21	3	BGM-0630.3.1.3	BGM-0630	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1169	21	3	BGM-0630.3.1.4	BGM-0630	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1170	21	3	BGM-0630.3.1.5	BGM-0630	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1173	22	3	VassouraPreta.3.1.3	VassouraPreta	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.105263158	16
1172	22	3	VassouraPreta.3.1.2	VassouraPreta	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.052631579	18
1174	22	3	VassouraPreta.3.1.4	VassouraPreta	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0.210526316	44
1171	22	3	VassouraPreta.3.1.1	VassouraPreta	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1175	22	3	VassouraPreta.3.1.5	VassouraPreta	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1178	23	3	BGM-0590.3.1.3	BGM-0590	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0.315789474	30
1180	23	3	BGM-0590.3.1.5	BGM-0590	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0.368421053	68
1176	23	3	BGM-0590.3.1.1	BGM-0590	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1177	23	3	BGM-0590.3.1.2	BGM-0590	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1179	23	3	BGM-0590.3.1.4	BGM-0590	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1181	24	3	Salangor.3.1.1	Salangor	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	2	0.315789474	62
1182	24	3	Salangor.3.1.2	Salangor	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	0.473684211	60
1184	24	3	Salangor.3.1.4	Salangor	1	4	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	3	0	0	3	0.631578947	118
1183	24	3	Salangor.3.1.3	Salangor	1	3	0	0	0	0	0	0	1	0	0	0	1	0	2	3	0	0	3	0	3	0.684210526	132
1185	24	3	Salangor.3.1.5	Salangor	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1190	25	3	Cigana.3.1.5	Cigana	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	3	0.473684211	54
1188	25	3	Cigana.3.1.3	Cigana	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	3	0	3	0.684210526	98
1189	25	3	Cigana.3.1.4	Cigana	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0.315789474	32
1186	25	3	Cigana.3.1.1	Cigana	1	1	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	3	3	0	0	0.631578947	128
1187	25	3	Cigana.3.1.2	Cigana	1	2	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0	1	3	0	3	0.736842105	130
1192	26	3	BGM-1760.3.1.2	BGM-1760	1	2	0	0	0	0	0	0	1	0	0	1	3	0	0	3	0	3	0	0	3	0.736842105	166
1193	26	3	BGM-1760.3.1.3	BGM-1760	1	3	1	0	0	0	1	0	3	3	0	0	3	0	0	3	0	2	0	0	3	1	330
1194	26	3	BGM-1760.3.1.4	BGM-1760	1	4	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	3	0	0	0	0.526315789	212
1191	26	3	BGM-1760.3.1.1	BGM-1760	1	1	0	0	1	0	0	0	1	3	0	0	3	0	0	2	0	2	0	0	0	0.631578947	226
1195	26	3	BGM-1760.3.1.5	BGM-1760	1	5	0	0	1	0	0	0	2	3	0	0	3	0	0	3	0	0	0	0	0	0.631578947	248
1200	27	3	NegaMaluca.3.1.5	NegaMaluca	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1199	27	3	NegaMaluca.3.1.4	NegaMaluca	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0.263157895	50
1196	27	3	NegaMaluca.3.1.1	NegaMaluca	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	3	0	0	0	0.421052632	98
1198	27	3	NegaMaluca.3.1.3	NegaMaluca	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1197	27	3	NegaMaluca.3.1.2	NegaMaluca	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1202	28	3	BRS-Kiriris.3.1.2	BRS-Kiriris	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	0	3	0.526315789	76
1205	28	3	BRS-Kiriris.3.1.5	BRS-Kiriris	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3	3	0	3	0.684210526	108
1201	28	3	BRS-Kiriris.3.1.1	BRS-Kiriris	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	3	0.421052632	54
1203	28	3	BRS-Kiriris.3.1.3	BRS-Kiriris	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3	0	0	3	0.526315789	90
1204	28	3	BRS-Kiriris.3.1.4	BRS-Kiriris	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.052631579	14
1209	29	3	BGM-0598.3.1.4	BGM-0598	1	4	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	3	3	0	0	0.631578947	124
1210	29	3	BGM-0598.3.1.5	BGM-0598	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3	0	0	3	0.526315789	90
1207	29	3	BGM-0598.3.1.2	BGM-0598	1	2	0	0	0	0	0	0	1	0	0	0	1	0	3	3	0	3	3	0	3	0.894736842	170
1208	29	3	BGM-0598.3.1.3	BGM-0598	1	3	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	3	3	0	3	0.789473684	132
1206	29	3	BGM-0598.3.1.1	BGM-0598	1	1	0	0	0	0	0	0	0	1	0	0	2	0	3	3	0	3	3	0	3	0.947368421	186
1213	30	3	BGM-0935.3.1.3	BGM-0935	1	3	0	0	0	0	1	0	2	3	0	0	3	0	3	3	0	0	3	0	0	0.947368421	304
1214	30	3	BGM-0935.3.1.4	BGM-0935	1	4	0	0	0	0	1	1	3	0	0	0	3	0	3	0	0	3	3	0	0	0.894736842	274
1211	30	3	BGM-0935.3.1.1	BGM-0935	1	1	0	0	0	0	0	0	1	2	0	0	3	0	0	0	0	3	0	0	0	0.473684211	152
1212	30	3	BGM-0935.3.1.2	BGM-0935	1	2	0	0	0	0	1	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0.473684211	184
1215	30	3	BGM-0935.3.1.5	BGM-0935	1	5	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0.263157895	128
1216	31	3	BRS-Mulatinha.3.1.1	BRS-Mulatinha	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	0.473684211	60
1218	31	3	BRS-Mulatinha.3.1.3	BRS-Mulatinha	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0.368421053	56
1217	31	3	BRS-Mulatinha.3.1.2	BRS-Mulatinha	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0.210526316	30
1219	31	3	BRS-Mulatinha.3.1.4	BRS-Mulatinha	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1220	31	3	BRS-Mulatinha.3.1.5	BRS-Mulatinha	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1221	32	3	BGM-1118.3.1.1	BGM-1118	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	0	0	0.368421053	76
1223	32	3	BGM-1118.3.1.3	BGM-1118	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	2	0	0	0	0.315789474	72
1222	32	3	BGM-1118.3.1.2	BGM-1118	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.052631579	12
1224	32	3	BGM-1118.3.1.4	BGM-1118	1	4	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0.263157895	70
1225	32	3	BGM-1118.3.1.5	BGM-1118	1	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.105263158	36
1226	33	3	2011-34-45.3.1.1	2011-34-45	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0.210526316	42
1229	33	3	2011-34-45.3.1.4	2011-34-45	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	3	0.473684211	68
1230	33	3	2011-34-45.3.1.5	2011-34-45	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	3	0.526315789	74
1227	33	3	2011-34-45.3.1.2	2011-34-45	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	0.631578947	90
1228	33	3	2011-34-45.3.1.3	2011-34-45	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.052631579	14
1231	34	3	Equador72.3.1.1	Equador72	1	1	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0	3	0	0	0	0.526315789	122
1232	34	3	Equador72.3.1.2	Equador72	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.105263158	34
1233	34	3	Equador72.3.1.3	Equador72	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1234	34	3	Equador72.3.1.4	Equador72	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1235	34	3	Equador72.3.1.5	Equador72	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1237	35	3	BGM-0593.3.1.2	BGM-0593	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	3	0	3	0.578947368	72
1238	35	3	BGM-0593.3.1.3	BGM-0593	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0	3	0.526315789	60
1239	35	3	BGM-0593.3.1.4	BGM-0593	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0	3	0.526315789	60
1236	35	3	BGM-0593.3.1.1	BGM-0593	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1240	35	3	BGM-0593.3.1.5	BGM-0593	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1241	36	3	BGM-0062.3.1.1	BGM-0062	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.157894737	40
1242	36	3	BGM-0062.3.1.2	BGM-0062	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1243	36	3	BGM-0062.3.1.3	BGM-0062	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1244	36	3	BGM-0062.3.1.4	BGM-0062	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1245	36	3	BGM-0062.3.1.5	BGM-0062	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1247	37	3	BGM-0702.3.1.2	BGM-0702	1	2	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	3	3	0	0	0.631578947	144
1246	37	3	BGM-0702.3.1.1	BGM-0702	1	1	0	0	0	0	0	0	1	0	0	2	0	0	3	3	0	3	0	0	0	0.631578947	168
1248	37	3	BGM-0702.3.1.3	BGM-0702	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1249	37	3	BGM-0702.3.1.4	BGM-0702	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1250	37	3	BGM-0702.3.1.5	BGM-0702	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1255	38	3	Correntao.3.2.5	Correntao	2	5	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0.368421053	68
1254	38	3	Correntao.3.2.4	Correntao	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0.368421053	64
1251	38	3	Correntao.3.2.1	Correntao	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	3	0	0	0.473684211	90
1252	38	3	Correntao.3.2.2	Correntao	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0.210526316	38
1253	38	3	Correntao.3.2.3	Correntao	2	3	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0.263157895	74
1256	39	3	NegaMaluca.3.2.1	NegaMaluca	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1257	39	3	NegaMaluca.3.2.2	NegaMaluca	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.052631579	14
1258	39	3	NegaMaluca.3.2.3	NegaMaluca	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1259	39	3	NegaMaluca.3.2.4	NegaMaluca	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1260	39	3	NegaMaluca.3.2.5	NegaMaluca	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1263	40	3	BGM-0945.3.2.3	BGM-0945	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1261	40	3	BGM-0945.3.2.1	BGM-0945	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0.263157895	74
1262	40	3	BGM-0945.3.2.2	BGM-0945	2	2	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0.263157895	80
1264	40	3	BGM-0945.3.2.4	BGM-0945	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1265	40	3	BGM-0945.3.2.5	BGM-0945	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1268	41	3	BRS-Caipira.3.2.3	BRS-Caipira	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.052631579	14
1269	41	3	BRS-Caipira.3.2.4	BRS-Caipira	2	4	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0.315789474	70
1266	41	3	BRS-Caipira.3.2.1	BRS-Caipira	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1267	41	3	BRS-Caipira.3.2.2	BRS-Caipira	2	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	0	0.315789474	74
1270	41	3	BRS-Caipira.3.2.5	BRS-Caipira	2	5	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	1	0	0	0.368421053	96
1272	42	3	Cigana.3.2.2	Cigana	2	2	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	3	0	3	0.736842105	142
1274	42	3	Cigana.3.2.4	Cigana	2	4	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	2	0	3	0.578947368	90
1271	42	3	Cigana.3.2.1	Cigana	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	3	0	3	0.578947368	94
1273	42	3	Cigana.3.2.3	Cigana	2	3	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	3	3	0	0	0.736842105	160
1275	42	3	Cigana.3.2.5	Cigana	2	5	0	0	0	0	0	0	1	0	0	1	0	0	2	3	0	3	3	0	0	0.684210526	152
1276	43	3	2011-34-69.3.2.1	2011-34-69	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	3	0.421052632	48
1277	43	3	2011-34-69.3.2.2	2011-34-69	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0.105263158	8
1279	43	3	2011-34-69.3.2.4	2011-34-69	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0.315789474	24
1280	43	3	2011-34-69.3.2.5	2011-34-69	2	5	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	3	0.473684211	64
1278	43	3	2011-34-69.3.2.3	2011-34-69	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.052631579	6
1283	44	3	BRS-Mulatinha.3.2.3	BRS-Mulatinha	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.052631579	2
1281	44	3	BRS-Mulatinha.3.2.1	BRS-Mulatinha	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	3	0	0	0.421052632	82
1284	44	3	BRS-Mulatinha.3.2.4	BRS-Mulatinha	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	0.473684211	60
1285	44	3	BRS-Mulatinha.3.2.5	BRS-Mulatinha	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	3	0.421052632	48
